-0.316873 -78.8243
-0.398656,-78.7237,-0.236786
-0.470834,-78.6339,-0.239701
-0.546453,-78.5399,-0.240138
-0.615343,-78.4541,-0.239928
-0.690873,-78.3603,-0.23962
-0.772984,-78.2582,-0.239359
-0.916712,-78.0796,-0.23909
-1.00176,-77.9739,-0.238978
-1.07856,-77.8785,-0.238885
-1.1883,-77.7423,-0.23873
-1.28397,-77.6234,-0.238532
-1.40082,-77.4782,-0.238215
-1.49708,-77.3586,-0.238009
-1.5898,-77.2434,-0.237813
-1.72907,-77.0703,-0.23752
-1.83606,-76.9373,-0.237239
-1.94238,-76.8053,-0.236745
-2.04364,-76.6795,-0.234578
-2.1565,-76.5393,-0.230866
-2.26375,-76.4059,-0.226954
-2.35757,-76.2893,-0.223715
-2.46889,-76.151,-0.220465
-2.57259,-76.0221,-0.218136
-2.67422,-75.8959,-0.216562
-2.78057,-75.7637,-0.215542
-2.93118,-75.5766,-0.214934
-3.05047,-75.4284,-0.216774
-3.14795,-75.3073,-0.219393
-3.21385,-75.2255,-0.22134
-3.31357,-75.1016,-0.22418
-3.38693,-75.0104,-0.226075
-3.49953,-74.8707,-0.228556
-3.67593,-74.6514,-0.23134
-3.80123,-74.4957,-0.232219
-3.92682,-74.3397,-0.231228
-4.04732,-74.1899,-0.230452
-4.127,-74.0909,-0.230234
-4.2422,-73.9477,-0.230235
-4.31174,-73.8613,-0.230361
-4.43477,-73.7084,-0.230751
-4.51197,-73.6124,-0.23106
-4.58488,-73.5218,-0.231382
-4.71458,-73.3606,-0.231987
-4.84948,-73.1929,-0.23262
-4.9323,-73.09,-0.233015
-5.00579,-72.9986,-0.233028
-5.07555,-72.9119,-0.232679
-5.14293,-72.8282,-0.232074
-5.27833,-72.6598,-0.230275
-5.3589,-72.5596,-0.229026
-5.43043,-72.4707,-0.227887
-5.5017,-72.3821,-0.226776
-5.57202,-72.2946,-0.22574
-5.70482,-72.1295,-0.224464
-5.78832,-72.0258,-0.224485
-5.85889,-71.9381,-0.224871
-5.93079,-71.8487,-0.225491
